"scheme_id","unit_id","objective","question_number"
"C9","N4","Solve problems involving ratios",
"C9","N4","Understand the difference between direct and indirect proportion",
"C9","N4","Solve problems with direct and inverse proportion including best buys",
"C9","N4","Convert between currencies",
"C9","GM4","Understand what a locus is and can draw the loci for different situations",
"C9","GM4","Solve problems with loci",
"C9","GM4","Describe the difference between volume and surface area",
"C9","GM4","Identify nets of cuboids",
"C9","GM4","Calculate the surface area of a cuboid",
"C9","GM4","Calculate the surface area of a prism",
"C9","GM4","Calculate the volume of a cuboid",
"C9","GM4","Calculate the volume of a prism",
"C9","GM4","Find the volume of a cylinder",
"C9","GM4","Solve volume and surface area problems in context",
"C9","GM4","Understand when two shapes are congruent and when they are similar",
"C9","A4","Plot co-ordinates in all four quadrants",
"C9","A4","Describe what makes a function linear",
"C9","A4","Complete a mapping diagram",
"C9","A4","Draw a linear graph",
"C9","A4","Draw special graphs such as y=5, x= -3 and y=x",
"C9","A4","Describe what gradient is and calculate the gradient of a line",
"C9","A4","State the gradient and y intercept of a line given its equation",
"C9","A4","Write the equation of a line given its graph",
"C9","A4","Draw graphs of functions in the form ax + by = c",
"C9","A4","Write the equations of two lines which will be parallel to one another",
"C9","A4","Solve simultaneous equations graphically",
"C9","A3","Understand that a letter in maths represents a variable",
"C9","A3","Identify and apply simple algebra rules",
"C9","A3","Substitute values into a formula",
"C9","A3","Identify the term to term rule of a sequence",
"C9","A3","Continue a sequence using the term to term rule",
"C9","A3","Work out the nth term rule of a sequence",
"C9","A3","Use the nth term rule to calculate any term of a sequence",
"C9","A3","Solve problems involving sequences",
"C9","A3","Identify when a sequence is arithmetic, geometric and quadratic",
"C9","S1","Describe the difference between qualitative and quantitative data",
"C9","S1","Analyse questions in a survey",
"C9","S1","Write an appropriate question for a survey",
"C9","S1","Understand what sampling is and when it can be biased",
"C9","S1","Draw and interpret a scatter graph",
"C9","S1","Calculate the mean, median, mode and range, choose which is the most appropriate and solve problems involving averages",
"C9","S1","Calculate the mean from a frequency table and a grouped frequency table",
"C9","S1","Draw a frequency polygon",
"C9","S1","Construct a stem and leaf diagram",
"C9","S1","Calculate angles and construct a pie chart",
"C9","S1","Choose which type of representation of data is most appropriate",
"C9","N3","Use a calculator effectively",
"C9","N3","Use the SD button",
"C9","N3","Use the ANS button",
"C9","N3","Use square root, square, cube, powers, fractions on the calculator",
"C9","GM2","Use and interpret a scale",
"C9","GM2","Identify lines of symmetry and planes of symmetry",
"C9","GM2","Describe the order of rotational symmetry of a shape",
"C9","GM2","Describe what congruent means and identify congruent shapes",
"C9","GM2","Enlarge a shape by a given scale factor (positive and negative) with and without a centre of enlargement",
"C9","GM2","Rotate, reflect and translate shapes",
"C9","GM2","Describe a transformation",
"C9","GM2","Perform combinations of rotation, reflection and translation",
"C9","GM2","Complete the four operations with column vectors",
"C9","N2","Identify factors and multiples",
"C9","N2","Find the HCF and LCM of two numbers",
"C9","N2","Write a number as a product of its prime factors",
"C9","N2","Use prime factor decomposition to find the HCF and LCM",
"C9","N2","Use the four operations with fractions and mixed numbers",
"C9","N2","Find a fraction of an amount",
"C9","N2","Change between fractions, decimals and percentages",
"C9","N2","Solve problems with fractions",
"C9","A2","Solve linear equations with unknowns on both sides and those which include fractions and those that have brackets",
"C9","A2","Form and solve linear equations",
"C9","A2","Find equivalent algebraic fractions",
"C9","A2","Add and subtract algebraic fractions",
"C9","A2","Write numbers to satisfy an inequality",
"C9","A2","Show inequalities on a number line",
"C9","A2","Read inequalities from a number line",
"C9","A2","Solve linear inequalities",
"C9","A2","Rearrange a formula where the subject appears once",
"C9","A2","Rearrange simple formula where the subject appears twice",
"C9","A2","Solve simultaneous equations by elimination",
"C9","A2","Form and solve simultaneous equations",
"C9","N1","Use written methods to multiply numbers with up to 3 digits",
"C9","N1","Use written methods to divide a large number by a single digit",
"C9","N1","Use written methods to complete the four operations with decimals",
"C9","N1","Complete the four operations with negative numbers",
"C9","N1","Multiply and divide numbers by powers of 10",
"C9","N1","Multiply and divide numbers by negative powers of 10",
"C9","N1","Write numbers in standard form",
"C9","N1","Change numbers from standard form back into ordinary numbers",
"C9","N1","Round to a number of decimal places",
"C9","N1","Round to a number of significant figures",
"C9","N1","Estimate calculations by rounding",
"C9","N1","Recognise reciprocals",
"C9","GM3","Calculate the area of a triangle, and parallelogram",
"C9","GM3","Use the formula to calculate the area of a trapezium",
"C9","GM3","Calculate the area and perimeter of a compound shape involving any of the above",
"C9","GM3","Calculate the area and circumference of a circle ",
"C9","GM3","Find the area of a sector and the arc length",
"C9","GM3","Draw plans and elevations of 3D shapes",
"C9","GM3","Solve problems involving area and perimeter",
"C9","GM3","Convert between metric measurements",
"C9","GM3","Convert between measures of area mm2 to cm2 etc",
"C9","GM3","Find a missing side using Pythagoras Theorem",
"C9","GM3","Solve problems with Pythagoras Theorem",
"C9","GM1","Solve problems involving simple angle properties and angles in parallel lines",
"C9","GM1","Identify the sum of interior angles in a polygon given the number of sides",
"C9","GM1","Calculate the size of and interior and exterior angle in a regular polygon",
"C9","GM1","Use a compass and protractor",
"C9","GM1","Perform simple constructions using the correct equipment (perp bisector, angle bisector, constructing triangles)",
"C9","A1","Use BIDMAS to complete a calculation",
"C9","A1","Simplify algebra by collecting like terms ",
"C9","A1","Understand the difference between equations, expressions, formulae and identities",
"C9","A1","Apply simple index laws to algebra",
"C9","A1","Simplify fractional and negative indices",
"C9","A1","Find the reciprocal of a value",
"C9","A1","Expand and simplify single brackets",
"C9","A1","Expand and simplify back to back brackets",
"C9","A1","Factorise an expression by taking out common factors",
"C9","A1","Factorise an expression into double brackets ",
"C9","A1","Know when to factorise an expression into two brackets and when to use one",
"C9","A1","Factorise using the difference of two squares",
"S8","GM5","Draw and interpret a distance time graph",
"S8","GM5","Calculate the speed from a distance time graph",
"S8","GM5","Draw a graph based on a real life situation",
"S8","GM5","Give possible explanations for the shape of a graph",
"S8","GM5","Convert simple decimals into amounts of minutes both with and without a calculator",
"S8","GM5","Solve simple problems involving speed, distance and time",
"S8","S2","Understand that a probability can be written as a fraction, decimal or percentage",
"S8","S2","Calculate the probability of an event when outcomes are equally likely",
"S8","S2","Create a sample space diagram to list all possible outcomes",
"S8","S2","Describe the difference between theoretical and experimental probability",
"S8","S2","Understand that the more times I repeat an experiment, the closer to the experimental probability should be to theoretical",
"S8","S2","Find the probability that an event does not occur",
"S8","S2","Use the fact that probability adds up to a whole  to solve problems",
"S8","N4","Find a percentage of an amount with and without a calculator",
"S8","N4","Increase and decrease percentages with and without a calculator",
"S8","N4","Write and simplify ratios",
"S8","N4","Split a quantity into a ratio",
"S8","N4","Solve problems involving ratios",
"S8","N4","Understand what is meant by direct proportion",
"S8","N4","Solve simple direct proportion problems",
"S8","N4","Understand the difference between direct and indirect proportion",
"S8","N4","Solve simple indirect proportion problems",
"S8","N4","Convert between currencies",
"S8","GM4","Understand what a locus is and can draw the loci for different situations",
"S8","GM4","Solve problems with loci",
"S8","GM4","Describe the difference between volume and surface area",
"S8","GM4","Calculate the volume and surface area of a cuboid",
"S8","GM4","Calculate the volume of a prism",
"S8","GM4","Solve volume and surface area problems in context",
"S8","A4","Plot co-ordinates in all four quadrants",
"S8","A4","Describe what makes a function linear",
"S8","A4","Complete a mapping diagram",
"S8","A4","Draw a linear graph",
"S8","A4","Draw special graphs such as y=5, x= -3 and y=x",
"S8","A4","Describe what gradient is and calculate the gradient of a line",
"S8","A4","State the gradient and y intercept of a line given its equation",
"S8","A4","Write the equation of a line given its graph",
"S8","A4","Draw graphs of functions in the form ax + by = c",
"S8","A4","Write the equations of two lines which will be parallel to one another",
"S8","A3","Understand that a letter in maths represents a variable",
"S8","A3","Identify and apply simple algebra rules",
"S8","A3","Identify the term to term rule of a sequence",
"S8","A3","Continue a sequence using the term to term rule",
"S8","A3","Work out the nth term rule of a sequence",
"S8","A3","Use the nth term rule to calculate any term of a sequence",
"S8","A3","Solve problems involving sequences",
"S8","S1","Describe the difference between qualitative and quantitative data",
"S8","S1","Analyse questions in a survey",
"S8","S1","Write an appropriate question for a survey",
"S8","S1","Understand what sampling is and when it can be biased",
"S8","S1","Draw a bar chart for discrete and continuous data",
"S8","S1","Draw an appropriate diagram to display data from a frequency table",
"S8","S1","Draw and interpret a scatter graph",
"S8","S1","Calculate the mean, median, mode and range and choose which is the most appropriate",
"S8","S1","Construct a stem and leaf diagram",
"S8","S1","Calculate angles and construct a pie chart",
"S8","S1","Choose which type of representation of data is most appropriate",
"S8","N3","Use a calculator effectively",
"S8","N3","Use the SD button",
"S8","N3","Use the ANS button",
"S8","N3","Use square root, square, cube, powers, fractions on the calculator",
"S8","GM2","Use and interpret a scale",
"S8","GM2","Identify lines of symmetry and planes of symmetry",
"S8","GM2","Describe the order of rotational symmetry of a shape",
"S8","GM2","Describe what congruent means and identify congruent shapes",
"S8","GM2","Enlarge a shape by a given scale factor (positive and negative) with and without a centre of enlargement",
"S8","GM2","Rotate, reflect and translate shapes",
"S8","GM2","Describe a transformation",
"S8","N2","Identify factors and multiples",
"S8","N2","Find the HCF and LCM of two numbers",
"S8","N2","Write a number as a product of its prime factors",
"S8","N2","Use prime factor decomposition to find the HCF and LCM",
"S8","N2","Understand that the line in a fraction means divide",
"S8","N2","Recall simple FDP conversions e.g. 0.5, 0.75, 0.25, 0.1",
"S8","N2","Convert between fractions, decimals and percentages",
"S8","N2","Find equivalent fractions",
"S8","N2","Write a set of fractions in order of size",
"S8","N2","Find a fraction of an amount",
"S8","N2","Perform the four operations with fractions",
"S8","N2","Change between mixed numbers and improper fractions",
"S8","A2","Solve a linear equation",
"S8","A2","Solve a linear equation involving brackets",
"S8","A2","Solve simple linear equations including ones with answers that are decimals or negatives or need to be left as fractions",
"S8","A2","Solve linear equations with unknowns on both sides including those that have brackets",
"S8","A2","Solve simple equations that involve fractions",
"S8","A2","Form and solve linear equations",
"S8","N1","Use written methods to multiply numbers with up to 3 digits",
"S8","N1","Use written methods to divide a large number by a single digit",
"S8","N1","Use written methods to complete the four operations with decimals",
"S8","N1","Order a set of numbers",
"S8","N1","Add and subtract negative numbers",
"S8","N1","Multiply and divide negative numbers",
"S8","N1","Find the square and square root of a number",
"S8","N1","Find the cube and cube root of a number",
"S8","N1","Multiply and divide numbers by powers of 10",
"S8","N1","Multiply and divide numbers by negative powers of 10",
"S8","N1","Round numbers to the nearest whole, 10 or 100",
"S8","N1","Round to a number of decimal places",
"S8","N1","Estimate calculations by rounding",
"S8","GM3","Calculate the area of a triangle, and parallelogram",
"S8","GM3","Use the formula to calculate the area of a trapezium",
"S8","GM3","Calculate the area and perimeter of a compound shape involving any of the above",
"S8","GM3","Draw plans and elevations of 3D shapes",
"S8","GM3","Identify nets of cuboids",
"S8","GM3","Calculate the surface area of a cuboid",
"S8","GM3","Calculate the surface area of a prism",
"S8","GM3","Solve problems involving area and surface area",
"S8","GM3","Convert between metric measurements",
"S8","GM1","Identify 3D and 2D shapes by name and count their vertices, faces and edges",
"S8","GM1","Identify types of triangle and quadrilateral and describe their properties",
"S8","GM1","Draw and measure angles",
"S8","GM1","Calculate missing angles on straight lines and around a point",
"S8","GM1","Calculate missing angles in triangles and quadrilaterals",
"S8","GM1","Identify corresponding, alternate and co-interior/supplementary angles in parallel lines",
"S8","GM1","Solve problems involving simple angle properties and angles in parallel lines",
"S8","GM1","Use a compass and protractor",
"S8","GM1","Perform simple constructions using the correct equipment (perp bisector, angle bisector, constructing triangles)",
"S8","A1","Describe the basic rules of algebra, including a x a = a2, ab means a x b and 7a means 7 lots of a",
"S8","A1","Understand that a x a x a x a x a = a5 and can use index notation to simplify algebra",
"S8","A1","Use BIDMAS to complete a calculation",
"S8","A1","Describe what is meant by a like term",
"S8","A1","Simplify algebra by collecting like terms ",
"S8","A1","Expand a single bracket ",
"S8","A1","Expand two sets of single brackets and simplify",
"S8","A1","Write an expression to describe a simple scenario",
"E9","S2","Understand that a probability can be written as a fraction, decimal or percentage",
"E9","S2","Calculate a simple probability",
"E9","S2","Understand what is meant by mutually exclusive and can give an example of two mutually exclusive events",
"E9","S2","Understand the difference between experimental and theoretical probability",
"E9","S2","Decide whether two events are independent",
"E9","S2","Calculate the probability that two events will occur",
"E9","S2","Draw a tree diagram to represent a problem with independent probabilities ",
"E9","S2","Use tree diagrams to solve problems ",
"E9","GM5","Draw and interpret a distance time graph",
"E9","GM5","Calculate the speed from a distance time graph",
"E9","GM5","Draw a graph based on a real life situation",
"E9","GM5","Give possible explanations for the shape of a graph",
"E9","GM5","Convert simple decimals into amounts of minutes",
"E9","GM5","Solve simple problems involving speed, distance and time",
"E9","GM5","Interpret the gradient of a graph",
"E9","GM5","Explain why extrapolation isn't always accurate",
"E9","GM5","Use a conversion graph",
"E9","N4","Find a percentage of an amount with and without a calculator",
"E9","N4","Increase and decrease percentages with and without a calculator",
"E9","N4","Write a quantity as a percentage of another",
"E9","N4","Calculate percentage change",
"E9","N4","Find an original amount (reverse percentage)",
"E9","N4","Write and simplify ratios",
"E9","N4","Split a quantity into a ratio",
"E9","N4","Solve problems involving ratios",
"E9","N4","Understand the difference between direct and indirect proportion",
"E9","N4","Solve problems with direct and inverse proportion including best buys",
"E9","N4","Convert between currencies",
"E9","GM4","Understand what a locus is and can draw the loci for different situations",
"E9","GM4","Solve problems with loci",
"E9","GM4","Describe the difference between volume and surface area",
"E9","GM4","Identify nets of cuboids",
"E9","GM4","Calculate the surface area of a cuboid",
"E9","GM4","Calculate the surface area of a prism",
"E9","GM4","Calculate the volume of a cuboid",
"E9","GM4","Calculate the volume of a prism",
"E9","GM4","Find the volume of a cylinder",
"E9","GM4","Solve volume and surface area problems in context",
"E9","GM4","Understand when two shapes are congruent and when they are similar",
"E9","A4","Plot co-ordinates in all four quadrants",
"E9","A4","Describe what makes a function linear",
"E9","A4","Complete a mapping diagram",
"E9","A4","Draw a linear graph",
"E9","A4","Draw special graphs such as y=5, x= -3 and y=x",
"E9","A4","Describe what gradient is and calculate the gradient of a line",
"E9","A4","State the gradient and y intercept of a line given its equation",
"E9","A4","Write the equation of a line given its graph",
"E9","A4","Draw graphs of functions in the form ax + by = c",
"E9","A4","Write the equations of two lines which will be parallel to one another",
"E9","A4","Solve simultaneous equations graphically",
"E9","A3","Understand that a letter in maths represents a variable",
"E9","A3","Identify and apply simple algebra rules",
"E9","A3","Substitute values into a formula",
"E9","A3","Identify the term to term rule of a sequence",
"E9","A3","Continue a sequence using the term to term rule",
"E9","A3","Work out the nth term rule of a sequence",
"E9","A3","Use the nth term rule to calculate any term of a sequence",
"E9","A3","Solve problems involving sequences",
"E9","A3","Identify when a sequence is arithmetic, geometric and quadratic",
"E9","S1","Describe the difference between qualitative and quantitative data",
"E9","S1","Analyse questions in a survey",
"E9","S1","Write an appropriate question for a survey",
"E9","S1","Understand what sampling is and when it can be biased",
"E9","S1","Draw and interpret a scatter graph",
"E9","S1","Calculate the mean, median, mode and range, choose which is the most appropriate and solve problems involving averages",
"E9","S1","Calculate the mean from a frequency table and a grouped frequency table",
"E9","S1","Draw a frequency polygon",
"E9","S1","Construct a stem and leaf diagram",
"E9","S1","Calculate angles and construct a pie chart",
"E9","S1","Choose which type of representation of data is most appropriate",
"E9","N3","Use a calculator effectively",
"E9","N3","Use the SD button",
"E9","N3","Use the ANS button",
"E9","N3","Use square root, square, cube, powers, fractions on the calculator",
"E9","GM2","Use and interpret a scale",
"E9","GM2","Identify lines of symmetry and planes of symmetry",
"E9","GM2","Describe the order of rotational symmetry of a shape",
"E9","GM2","Describe what congruent means and identify congruent shapes",
"E9","GM2","Enlarge a shape by a given scale factor (positive and negative) with and without a centre of enlargement",
"E9","GM2","Rotate, reflect and translate shapes",
"E9","GM2","Describe a transformation",
"E9","GM2","Perform combinations of rotation, reflection and translation",
"E9","GM2","Complete the four operations with column vectors",
"E9","N2","Identify factors and multiples",
"E9","N2","Find the HCF and LCM of two numbers",
"E9","N2","Write a number as a product of its prime factors",
"E9","N2","Use prime factor decomposition to find the HCF and LCM",
"E9","N2","Use the four operations with fractions and mixed numbers",
"E9","N2","Find a fraction of an amount",
"E9","N2","Change between fractions, decimals and percentages",
"E9","N2","Solve problems with fractions",
"E9","A2","Solve linear equations with unknowns on both sides and those which include fractions and those that have brackets",
"E9","A2","Form and solve linear equations",
"E9","A2","Find equivalent algebraic fractions",
"E9","A2","Add and subtract algebraic fractions",
"E9","A2","Write numbers to satisfy an inequality",
"E9","A2","Show inequalities on a number line",
"E9","A2","Read inequalities from a number line",
"E9","A2","Solve linear inequalities",
"E9","A2","Rearrange a formula where the subject appears once",
"E9","A2","Rearrange simple formula where the subject appears twice",
"E9","A2","Solve simultaneous equations by elimination",
"E9","A2","Form and solve simultaneous equations",
"E9","N1","Use written methods to multiply numbers with up to 3 digits",
"E9","N1","Use written methods to divide a large number by a single digit",
"E9","N1","Use written methods to complete the four operations with decimals",
"E9","N1","Complete the four operations with negative numbers",
"E9","N1","Multiply and divide numbers by powers of 10",
"E9","N1","Multiply and divide numbers by negative powers of 10",
"E9","N1","Write numbers in standard form",
"E9","N1","Change numbers from standard form back into ordinary numbers",
"E9","N1","Round to a number of decimal places",
"E9","N1","Round to a number of significant figures",
"E9","N1","Estimate calculations by rounding",
"E9","N1","Recognise reciprocals",
"E9","GM3","Calculate the area of a triangle, and parallelogram",
"E9","GM3","Use the formula to calculate the area of a trapezium",
"E9","GM3","Calculate the area and perimeter of a compound shape involving any of the above",
"E9","GM3","Calculate the area and circumference of a circle ",
"E9","GM3","Find the area of a sector and the arc length",
"E9","GM3","Draw plans and elevations of 3D shapes",
"E9","GM3","Solve problems involving area and perimeter",
"E9","GM3","Convert between metric measurements",
"E9","GM3","Convert between measures of area mm2 to cm2 etc",
"E9","GM3","Find a missing side using Pythagoras Theorem",
"E9","GM3","Solve problems with Pythagoras Theorem",
"E9","GM1","Solve problems involving simple angle properties and angles in parallel lines",
"E9","GM1","Identify the sum of interior angles in a polygon given the number of sides",
"E9","GM1","Calculate the size of and interior and exterior angle in a regular polygon",
"E9","GM1","Use a compass and protractor",
"E9","GM1","Perform simple constructions using the correct equipment (perp bisector, angle bisector, constructing triangles)",
"E9","A1","Use BIDMAS to complete a calculation",
"E9","A1","Simplify algebra by collecting like terms ",
"E9","A1","Understand the difference between equations, expressions, formulae and identities",
"E9","A1","Apply simple index laws to algebra",
"E9","A1","Simplify fractional and negative indices",
"E9","A1","Find the reciprocal of a value",
"E9","A1","Expand and simplify single brackets",
"E9","A1","Expand and simplify back to back brackets",
"E9","A1","Factorise an expression by taking out common factors",
"E9","A1","Factorise an expression into double brackets ",
"E9","A1","Know when to factorise an expression into two brackets and when to use one",
"E9","A1","Factorise using the difference of two squares",
"C8","GM5","Draw and interpret a distance time graph",
"C8","GM5","Calculate the speed from a distance time graph",
"C8","GM5","Draw a graph based on a real life situation",
"C8","GM5","Give possible explanations for the shape of a graph",
"C8","GM5","Convert simple decimals into amounts of minutes both with and without a calculator",
"C8","GM5","Solve simple problems involving speed, distance and time",
"C8","S2","Understand that a probability can be written as a fraction, decimal or percentage",
"C8","S2","Calculate the probability of an event when outcomes are equally likely",
"C8","S2","Create a sample space diagram to list all possible outcomes",
"C8","S2","Describe the difference between theoretical and experimental probability",
"C8","S2","Understand that the more times I repeat an experiment, the closer to the experimental probability should be to theoretical",
"C8","S2","Find the probability that an event does not occur",
"C8","S2","Use the fact that probability adds up to a whole  to solve problems",
"C8","N4","Find a percentage of an amount with and without a calculator",
"C8","N4","Increase and decrease percentages with and without a calculator",
"C8","N4","Write and simplify ratios",
"C8","N4","Split a quantity into a ratio",
"C8","N4","Solve problems involving ratios",
"C8","N4","Understand what is meant by direct proportion",
"C8","N4","Solve simple direct proportion problems",
"C8","N4","Understand the difference between direct and indirect proportion",
"C8","N4","Solve simple indirect proportion problems",
"C8","N4","Convert between currencies",
"C8","GM4","Understand what a locus is and can draw the loci for different situations",
"C8","GM4","Solve problems with loci",
"C8","GM4","Describe the difference between volume and surface area",
"C8","GM4","Calculate the volume and surface area of a cuboid",
"C8","GM4","Calculate the volume of a prism",
"C8","GM4","Solve volume and surface area problems in context",
"C8","A4","Plot co-ordinates in all four quadrants",
"C8","A4","Describe what makes a function linear",
"C8","A4","Complete a mapping diagram",
"C8","A4","Draw a linear graph",
"C8","A4","Draw special graphs such as y=5, x= -3 and y=x",
"C8","A4","Describe what gradient is and calculate the gradient of a line",
"C8","A4","State the gradient and y intercept of a line given its equation",
"C8","A4","Write the equation of a line given its graph",
"C8","A4","Draw graphs of functions in the form ax + by = c",
"C8","A4","Write the equations of two lines which will be parallel to one another",
"C8","A3","Understand that a letter in maths represents a variable",
"C8","A3","Identify and apply simple algebra rules",
"C8","A3","Identify the term to term rule of a sequence",
"C8","A3","Continue a sequence using the term to term rule",
"C8","A3","Work out the nth term rule of a sequence",
"C8","A3","Use the nth term rule to calculate any term of a sequence",
"C8","A3","Solve problems involving sequences",
"C8","S1","Describe the difference between qualitative and quantitative data",
"C8","S1","Analyse questions in a survey",
"C8","S1","Write an appropriate question for a survey",
"C8","S1","Understand what sampling is and when it can be biased",
"C8","S1","Draw a bar chart for discrete and continuous data",
"C8","S1","Draw an appropriate diagram to display data from a frequency table",
"C8","S1","Draw and interpret a scatter graph",
"C8","S1","Calculate the mean, median, mode and range and choose which is the most appropriate",
"C8","S1","Construct a stem and leaf diagram",
"C8","S1","Calculate angles and construct a pie chart",
"C8","S1","Choose which type of representation of data is most appropriate",
"C8","N3","Use a calculator effectively",
"C8","N3","Use the SD button",
"C8","N3","Use the ANS button",
"C8","N3","Use square root, square, cube, powers, fractions on the calculator",
"C8","GM2","Use and interpret a scale",
"C8","GM2","Identify lines of symmetry and planes of symmetry",
"C8","GM2","Describe the order of rotational symmetry of a shape",
"C8","GM2","Describe what congruent means and identify congruent shapes",
"C8","GM2","Enlarge a shape by a given scale factor (positive and negative) with and without a centre of enlargement",
"C8","GM2","Rotate, reflect and translate shapes",
"C8","GM2","Describe a transformation",
"C8","N2","Identify factors and multiples",
"C8","N2","Find the HCF and LCM of two numbers",
"C8","N2","Write a number as a product of its prime factors",
"C8","N2","Use prime factor decomposition to find the HCF and LCM",
"C8","N2","Understand that the line in a fraction means divide",
"C8","N2","Recall simple FDP conversions e.g. 0.5, 0.75, 0.25, 0.1",
"C8","N2","Convert between fractions, decimals and percentages",
"C8","N2","Find equivalent fractions",
"C8","N2","Write a set of fractions in order of size",
"C8","N2","Find a fraction of an amount",
"C8","N2","Perform the four operations with fractions",
"C8","N2","Change between mixed numbers and improper fractions",
"C8","A2","Solve a linear equation",
"C8","A2","Solve a linear equation involving brackets",
"C8","A2","Solve simple linear equations including ones with answers that are decimals or negatives or need to be left as fractions",
"C8","A2","Solve linear equations with unknowns on both sides including those that have brackets",
"C8","A2","Solve simple equations that involve fractions",
"C8","A2","Form and solve linear equations",
"C8","N1","Use written methods to multiply numbers with up to 3 digits",
"C8","N1","Use written methods to divide a large number by a single digit",
"C8","N1","Use written methods to complete the four operations with decimals",
"C8","N1","Order a set of numbers",
"C8","N1","Add and subtract negative numbers",
"C8","N1","Multiply and divide negative numbers",
"C8","N1","Find the square and square root of a number",
"C8","N1","Find the cube and cube root of a number",
"C8","N1","Multiply and divide numbers by powers of 10",
"C8","N1","Multiply and divide numbers by negative powers of 10",
"C8","N1","Round numbers to the nearest whole, 10 or 100",
"C8","N1","Round to a number of decimal places",
"C8","N1","Estimate calculations by rounding",
"C8","GM3","Calculate the area of a triangle, and parallelogram",
"C8","GM3","Use the formula to calculate the area of a trapezium",
"C8","GM3","Calculate the area and perimeter of a compound shape involving any of the above",
"C8","GM3","Draw plans and elevations of 3D shapes",
"C8","GM3","Identify nets of cuboids",
"C8","GM3","Calculate the surface area of a cuboid",
"C8","GM3","Calculate the surface area of a prism",
"C8","GM3","Solve problems involving area and surface area",
"C8","GM3","Convert between metric measurements",
"C8","GM1","Identify 3D and 2D shapes by name and count their vertices, faces and edges",
"C8","GM1","Identify types of triangle and quadrilateral and describe their properties",
"C8","GM1","Draw and measure angles",
"C8","GM1","Calculate missing angles on straight lines and around a point",
"C8","GM1","Calculate missing angles in triangles and quadrilaterals",
"C8","GM1","Identify corresponding, alternate and co-interior/supplementary angles in parallel lines",
"C8","GM1","Solve problems involving simple angle properties and angles in parallel lines",
"C8","GM1","Use a compass and protractor",
"C8","GM1","Perform simple constructions using the correct equipment (perp bisector, angle bisector, constructing triangles)",
"C8","A1","Describe the basic rules of algebra, including a x a = a2, ab means a x b and 7a means 7 lots of a",
"C8","A1","Understand that a x a x a x a x a = a5 and can use index notation to simplify algebra",
"C8","A1","Use BIDMAS to complete a calculation",
"C8","A1","Describe what is meant by a like term",
"C8","A1","Simplify algebra by collecting like terms ",
"C8","A1","Expand a single bracket ",
"C8","A1","Expand two sets of single brackets and simplify",
"C8","A1","Write an expression to describe a simple scenario",
